238.257265025	80.0	0.0
257.886304229	80.0	0.0
334.024792974	80.0	0.0
357.522349755	80.0	0.0
301.493751308	80.0	0.0
233.72349245	80.0	0.0
212.734947622	80.0	0.0
339.970734409	80.0	0.0
194.458592208	80.0	0.0
266.038711826	80.0	0.0
295.915561709	80.0	0.0
359.181025112	80.0	0.0
202.519761071	80.0	0.0
280.47792705	80.0	0.0
191.447870623	80.0	0.0
241.747486779	80.0	0.0
327.097748182	80.0	0.0
252.512992406	80.0	0.0
237.707334232	80.0	0.0
203.135536391	80.0	0.0
284.65739986	80.0	0.0
320.286645588	80.0	0.0
326.23856066	80.0	0.0
350.788966128	80.0	0.0
209.916455279	80.0	0.0
342.885021416	80.0	0.0
305.511595035	80.0	0.0
298.470116792	80.0	0.0
393.834114496	80.0	0.0
182.688383534	80.0	0.0
333.695500971	80.0	0.0
351.507324959	80.0	0.0
287.779652757	80.0	0.0
246.09192451	80.0	0.0
346.167210212	80.0	0.0
203.873392652	80.0	0.0
283.538162305	80.0	0.0
272.166394441	80.0	0.0
312.8751895	80.0	0.0
199.53230297	80.0	1.0
232.923487244	80.0	0.0
267.14354977	80.0	0.0
336.047751028	80.0	0.0
359.452482633	80.0	0.0
322.288072806	80.0	0.0
219.850180534	80.0	0.0
386.460321855	80.0	0.0
363.316397481	80.0	0.0
298.673511883	80.0	0.0
349.511954032	80.0	0.0
303.485216674	80.0	0.0
373.207020755	80.0	0.0
349.799700969	80.0	0.0
365.220092042	80.0	0.0
370.812532236	80.0	0.0
214.849759861	80.0	0.0
210.813212916	80.0	0.0
273.289988728	80.0	0.0
364.821399345	80.0	0.0
255.938263806	80.0	0.0
236.892148258	80.0	0.0
367.614785702	80.0	0.0
275.32697905	80.0	0.0
364.575666291	80.0	0.0
221.626504937	80.0	0.0
332.795302305	80.0	0.0
270.786774258	80.0	0.0
212.110115508	80.0	0.0
316.1915055	80.0	0.0
244.096922417	80.0	0.0
190.770650896	80.0	0.0
207.874780906	80.0	0.0
198.782724122	80.0	0.0
365.895308014	80.0	0.0
329.634592458	80.0	0.0
369.351564029	80.0	0.0
321.643115208	80.0	0.0
280.361655964	80.0	0.0
254.885912774	80.0	0.0
382.422869332	80.0	0.0
257.755598598	80.0	0.0
283.892798258	80.0	0.0
277.101943031	80.0	0.0
403.574299617	80.0	0.0
224.440998015	80.0	0.0
252.145872254	80.0	0.0
307.056900257	80.0	0.0
192.298409889	80.0	0.0
316.348733718	80.0	0.0
283.4567002	80.0	0.0
241.457205616	80.0	0.0
242.793192056	80.0	0.0
285.747524131	80.0	0.0
265.939573345	80.0	0.0
276.888233782	80.0	0.0
276.847744613	80.0	0.0
388.181897332	80.0	0.0
225.539144525	80.0	0.0
215.140007447	80.0	0.0
256.765324458	80.0	0.0
313.831277131	80.0	0.0
320.724293264	80.0	0.0
277.666642159	80.0	0.0
381.914321193	80.0	0.0
277.842295705	80.0	0.0
342.72447806	80.0	0.0
324.420302989	80.0	0.0
361.885654527	80.0	0.0
391.651835881	80.0	0.0
362.979788528	80.0	0.0
328.693399816	80.0	0.0
337.625164058	80.0	0.0
244.008480673	80.0	0.0
215.260230597	80.0	0.0
204.827795404	80.0	0.0
237.10737043	80.0	0.0
274.317188205	80.0	0.0
297.876940194	80.0	0.0
346.787140939	80.0	0.0
378.028713328	80.0	0.0
213.173221956	80.0	0.0
210.151794652	80.0	0.0
303.23604185	80.0	0.0
334.563054462	80.0	0.0
373.872004227	80.0	0.0
372.777557172	80.0	0.0
396.317132378	80.0	0.0
268.509564937	80.0	0.0
244.136703159	80.0	0.0
219.984321666	80.0	0.0
329.147281502	80.0	0.0
324.78709301	80.0	0.0
361.541963306	80.0	0.0
211.128277031	80.0	0.0
289.165482884	80.0	0.0
320.935029725	80.0	0.0
248.564166178	80.0	0.0
223.345053355	80.0	0.0
361.744061052	80.0	0.0
207.377954323	80.0	0.0
274.832246011	80.0	0.0
224.560989012	80.0	0.0
277.292069515	80.0	0.0
402.852246426	80.0	0.0
277.586475047	80.0	0.0
355.294903213	80.0	0.0
227.128059339	80.0	0.0
240.88269645	80.0	0.0
279.822348232	80.0	0.0
273.287345227	80.0	0.0
330.54442781	80.0	0.0
268.096241131	80.0	0.0
335.728868632	80.0	0.0
339.262475173	80.0	0.0
269.78738045	80.0	0.0
251.855206993	80.0	0.0
319.0865319	80.0	0.0
199.335460727	80.0	0.0
344.092429194	80.0	0.0
313.486219717	80.0	0.0
347.218469364	80.0	0.0
305.336699302	80.0	0.0
206.874598167	80.0	0.0
285.415189721	80.0	0.0
273.074526218	80.0	0.0
242.640720557	80.0	0.0
196.920149371	80.0	0.0
323.225606667	80.0	0.0
205.603299883	80.0	0.0
313.827061296	80.0	0.0
320.773359584	80.0	0.0
315.971457499	80.0	0.0
370.918495723	80.0	0.0
220.994461929	80.0	0.0
380.832455705	80.0	0.0
212.861394976	80.0	0.0
304.004017261	80.0	0.0
270.702150299	80.0	0.0
300.4995207	80.0	0.0
251.978225964	80.0	0.0
224.488662218	80.0	0.0
198.430085119	80.0	0.0
296.013104197	80.0	0.0
378.414352368	80.0	0.0
269.819153715	80.0	0.0
207.574681381	80.0	0.0
216.321233109	80.0	0.0
194.656920356	80.0	0.0
216.195603634	80.0	0.0
209.522873444	80.0	0.0
235.235021158	80.0	0.0
209.289900227	80.0	0.0
210.561812656	80.0	0.0
361.4355735	80.0	0.0
213.907743461	80.0	0.0
298.775387264	80.0	0.0
339.751683245	80.0	0.0
283.789292443	80.0	0.0
199.540359857	80.0	0.0
222.660194931	80.0	0.0
